scheme_id,rule_id,section,attribute,operator,normalized_value,evidence_text
S049,S049-E003,,education,INFORMATION,"Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.","Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body."
S049,S049-E004,,education,INFORMATION,Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).,Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
S049,S049-E005,,residency,INFORMATION,Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.,Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
S049,S049-E006,,education,INFORMATION,"Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided.","Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S050,S050-E001,,occupation_or_beneficiary_type,INFORMATION,"All farmers, including tenant farmers and sharecroppers growing notified crops in notified areas.","All farmers, including tenant farmers and sharecroppers growing notified crops in notified areas."
S050,S050-E002,,occupation_or_beneficiary_type,INFORMATION,Farmers must have an insurable interest in the insured crops.,Farmers must have an insurable interest in the insured crops.
S050,S050-E003,,occupation_or_beneficiary_type,INFORMATION,Farmers must possess a valid and authenticated land ownership certificate or a valid land tenure agreement.,Farmers must possess a valid and authenticated land ownership certificate or a valid land tenure agreement.
S050,S050-E004,,occupation_or_beneficiary_type,INFORMATION,The farmer must be a cultivator or sharecropper on the insured land.,The farmer must be a cultivator or sharecropper on the insured land.
S050,S050-E005,,age,INFORMATION,"The farmer must apply for insurance coverage within the prescribed time frame, usually within 2 weeks of the start of the sowing season.","The farmer must apply for insurance coverage within the prescribed time frame, usually within 2 weeks of the start of the sowing season."
S050,S050-E006,,occupation_or_beneficiary_type,INFORMATION,Farmers must not have received compensation for the same crop loss from any other medium or source.,Farmers must not have received compensation for the same crop loss from any other medium or source.
